catalog_num,class_num,component,course_id,end_time,id,instructor,meeting_days,room,seats,section,start_time,subject,term,title,topic
519-0,30946,SEM,19448,13:00,155978,Masaya Yoshida,We,Cresap Laboratory 101,5,22,12:00,LING,2017 Spring,Responsible Conduct of Research Training,
600,30330,LEC,6994,17:50,156653,Mary K Foster,Mo,Strawn Hall - McCormick ,40,2,16:00,LITARB,2017 Spring,Legal Ethics,
600,30351,LEC,6994,17:50,156654,Wendy Muchman,Tu,Rubloff Building 175,40,3,16:00,LITARB,2017 Spring,Legal Ethics,
600,30299,LEC,6994,19:50,156652,Adam Lawrence Hoeflich,Mo,,40,1,18:00,LITARB,2017 Spring,Legal Ethics,
600G,30372,LEC,21237,19:50,156655,Wendy Muchman,Tu,Rubloff Building 339,40,1,18:00,LITARB,2017 Spring,Legal Ethics in a Global Legal Practice,
600L,30347,LEC,21238,17:50,156656,Wendy Muchman,We,Rubloff Building 140,40,1,16:00,LITARB,2017 Spring,Legal Ethics for Business Lawyers,
600P,30371,LEC,21745,19:50,156657,Wendy Muchman,Mo,Getz Hall - McCormick ,40,1,18:00,LITARB,2017 Spring,Legal Ethics for Public Interest and Government Lawyers,
604,30675,ADV,19903,19:50,156658,S Paul Chadha,We,Hoffman Hall - McCormick ,12,1,18:00,LITARB,2017 Spring,International Business Law Negotiation,
608,30370,ADV,18637,19:50,156659,Harlan A Loeb,Th,Cutting Hall - McCormick ,25,1,18:00,LITARB,2017 Spring,Crisis Litigation and the Court of Public Opinion,
610,30385,ADV,6980,21:00,156660,Ruben Castillo,We,Rubloff Building 155 Parillo Courtroom,40,1,18:00,LITARB,2017 Spring,Introduction to Trial Advocacy,
620,30378,ADV,6896,18:30,156661,Richard I Levin,Tu,Rubloff Building 155 Parillo Courtroom,16,1,14:35,LITARB,2017 Spring,Advanced Trial Practice,
621,30281,ADV,14202,17:30,156662,Susan E Provenzano,Tu,Levy Mayer Hall 308,16,1,16:00,LITARB,2017 Spring,Appellate Advocacy,
625,30346,SEM,18295,17:50,156663,James R Ferguson,Mo,Rubloff Building 155 Parillo Courtroom,24,1,16:00,LITARB,2017 Spring,Advanced Topics in Litigation,
626,30333,SEM,20879,17:50,156664,Daniel Gandert,Th,Getz Hall - McCormick ,25,1,16:00,LITARB,2017 Spring,Dispute Resolution in Sports,
630J,30246,LEC,20846,10:45,156665,Jonathan J Koehler,MoTuWe,Strawn Hall - McCormick ,65,1,9:50,LITARB,2017 Spring,Evidence,
630J,30284,LEC,20846,14:25,156666,Jonathan J Koehler,MoTuWe,Rubloff Building 140,65,2,13:30,LITARB,2017 Spring,Evidence,
650,30301,LEC,6912,15:30,156667,Martin H Redish,MoTuWe,Rubloff Building 140,65,1,14:35,LITARB,2017 Spring,Civil Procedure II,
656,30294,LEC,7026,14:55,156668,James Lupo,ThFr,Rubloff Building 180,65,1,13:30,LITARB,2017 Spring,Remedies,
659,30364,SEM,17430,19:20,156669,Sidney I Schenkier,Th,Rubloff Building Rare Book Room,24,1,16:00,LITARB,2017 Spring,Civil Discovery,
670,30374,ADV,7005,21:00,156670,Annalise Buth,Mo,Levy Mayer Hall 101,24,1,18:00,LITARB,2017 Spring,Negotiation,
670,30376,ADV,7005,11:50,156672,Alyson M Carrel,We,Getz Hall - McCormick ,24,3,9:00,LITARB,2017 Spring,Negotiation,
670,30375,ADV,7005,21:00,156671,Daniel Gandert,We,Getz Hall - McCormick ,24,2,18:00,LITARB,2017 Spring,Negotiation,
676,30297,LGL,15225,13:20,156673,Lynn P Cohn,Th,Rubloff Building 887,25,1,12:00,LITARB,2017 Spring,Practicum:  Mediation Practice,
693,30365,ADV,7083,18:35,156674,Michael John Valaik,Th,TBA ,25,1,16:45,LITARB,2017 Spring,Trial Technology:  High-Tech Trial Techniques,
700,30397,CLN,15397,13:20,156675,Stephen F Reed,Fr,Rubloff Building 887,16,1,12:00,LITARB,2017 Spring,Clinic: Entrepreneurship Law Center,
704,30406,CLN,15409,15:50,156676,Steven A Drizin,Mo,Rubloff Building 887,12,1,14:35,LITARB,2017 Spring,Clinic Practice:  Wrongful Convictions and Juvenile Justice,
705,30399,CLN,15410,17:20,156677,Laurie I Mikva,Mo,Rubloff Building 836,8,1,16:00,LITARB,2017 Spring,Clinic Practice: Civil Litigation,
706,30416,CLN,15411,15:50,156678,Thomas F Geraghty,We,Levy Mayer Hall 212,10,1,14:35,LITARB,2017 Spring,Clinic: Juvenile Justice/ Criminal Trials and Appeals/PreTrial Representation,
708,30407,CLN,15413,14:55,156679,Karen L Daniel,Th,Rubloff Building 887,20,1,13:30,LITARB,2017 Spring,Clinic Practice:  Center on Wrongful Convictions,
712,30413,CLN,16036,17:20,156680,Jeffrey Urdangen,Mo,Rubloff Building 801,8,1,16:00,LITARB,2017 Spring,Clinic Practice:  Center for Criminal Defense,
714,30408,CLN,16303,15:50,156681,Bridget Arimond,Mo,Rubloff Building 836,8,1,14:35,LITARB,2017 Spring,Clinic: International Human Rights Advocacy,
719,30403,CLN,16870,15:50,156684,Eugene Robert Wedoff,We,TBA ,2,3,14:35,LITARB,2017 Spring,Clinic Practice:  Federal Criminal Appellate Practice,
719,30401,CLN,16870,15:50,156682,Sarah O'Rourke Schrup,We,Rubloff Building 801,4,1,14:35,LITARB,2017 Spring,Clinic Practice:  Federal Criminal Appellate Practice,
719,30402,CLN,16870,15:50,156683,Sarah O'Rourke Schrup,We,TBA ,2,2,14:35,LITARB,2017 Spring,Clinic Practice:  Federal Criminal Appellate Practice,
721,30412,CLN,17268,15:50,156685,Locke E Bowman,Mo,Sidley Hall - McCormick ,20,1,14:35,LITARB,2017 Spring,Clinic:  Civil Rights Litigation,
722,30405,CLN,17271,13:20,156686,Sarah O'Rourke Schrup,Fr,Rubloff Building 801,8,1,12:00,LITARB,2017 Spring,Clinic Practice:  The United States Supreme Court,
728,30404,CLN,18352,17:20,156687,Uzoamaka Emeka Nzelibe,Mo,Rubloff Building 884,8,1,16:00,LITARB,2017 Spring,Clinic Practice:  Immigration Law,
729,30400,CLN,18504,17:50,156688,Nancy Carol Loeb,Mo,Rubloff Building 887,8,1,16:00,LITARB,2017 Spring,Clinic Practice:  Environmental Advocacy,
730,30409,CLN,19158,17:20,156689,Jack Samuel Tenenbaum,Mo,Rubloff Building 885,9,1,16:00,LITARB,2017 Spring,Clinic Practice: Complex Civil Litigation & Investor Protection,
730,30410,CLN,19158,17:20,156690,Jack Samuel Tenenbaum,Mo,TBA ,3,2,16:00,LITARB,2017 Spring,Clinic Practice: Complex Civil Litigation & Investor Protection,
733,30417,CLN,19926,15:50,156691,Carolyn E Frazier,We,TBA ,8,1,14:35,LITARB,2017 Spring,"Clinic:Juvenile Justice: Pre-Trial, Trial, and Post-Dispositional Advocacy",
734,30415,CLN,19927,15:50,156692,Julie L Biehl,We,Rubloff Building 887,10,1,14:35,LITARB,2017 Spring,Clinic:Second Chances: Juvenile Justice: Post-Sentencing Advocacy and Reform,
735,30414,CLN,19942,15:50,156693,Robert Charles Owen,We,Rubloff Building 836,8,1,14:35,LITARB,2017 Spring,Clinic Practice:  Criminal Defense - The Death Penalty,
211-0,36784,LEC,577,13:50,154622,Mindy Douthit,Mo,Annenberg Hall G02,30,20,11:00,LOC,2017 Spring,Intro to Organization Theory & Practice,
306-0,36785,LEC,581,13:50,154623,Mindy Douthit,We,Annenberg Hall G02,30,20,11:00,LOC,2017 Spring,Studies in Organizational Change,
308-0,36790,LEC,19005,15:50,154624,Reed Stevens,Th,Annenberg Hall G02,25,20,13:00,LOC,2017 Spring,Cognition in Contexts,
202-0,36832,LEC,22108,12:20,154625,Wan Shun Eva Lam,MoWe,Annenberg Hall 345,25,20,11:00,LRN_SCI,2017 Spring,"Culture, Language, & Identity",
307-0,36835,LEC,22116,12:20,154626,Marcelo Aaron Bonilla Worsley,TuTh,Annenberg Hall 345,15,20,11:00,LRN_SCI,2017 Spring,Designing Interactive Media and Technology for Learning,
308-0,36834,LEC,22113,15:50,154627,Reed Stevens,Th,Annenberg Hall G02,5,20,13:00,LRN_SCI,2017 Spring,Cognition in Context,
313-0,36837,LEC,22435,15:50,154628,Michael Stephen Horn,We,Annenberg Hall 303,10,20,13:00,LRN_SCI,2017 Spring,Tangible Interaction Design and Learning,
338-0,36833,LEC,22112,21:00,154629,Paula Kay Hooper,Mo,Annenberg Hall 345,5,20,18:00,LRN_SCI,2017 Spring,Learning and Teaching with Technology,
413-0,36838,LEC,22436,15:50,154630,Michael Stephen Horn,We,Annenberg Hall 303,10,1,13:00,LRN_SCI,2017 Spring,Tangible Interaction Design and Learning,
442-0,36836,LEC,22433,16:45,154631,Quinn Weber Mulroy,Th,Annenberg Hall 317,2,20,14:00,LRN_SCI,2017 Spring,Social Policymaking and Policy Implementation,
451-0,36795,LEC,614,13:30,154633,Hillary Lucille Swanson,Mo,Annenberg Hall 317,10,21,12:00,LRN_SCI,2017 Spring,Topics in Learning Sciences,Journal Club
451-0,36796,LEC,614,15:50,154634,Reed Stevens,Tu,Annenberg Hall G02,20,22,13:00,LRN_SCI,2017 Spring,Topics in Learning Sciences,Interaction Analysis
451-0,36794,LEC,614,12:00,154632,James P Spillane,We,Annenberg Hall 303,15,20,9:00,LRN_SCI,2017 Spring,Topics in Learning Sciences,Advanced Qualitative Methods
452-0,36829,LEC,16668,16:00,154635,Uriel J Wilensky,We,Annenberg Hall 317,10,20,13:00,LRN_SCI,2017 Spring,Constructionism Seminar,
519-0,36830,LEC,20121,,154636,,,TBA ,50,20,,LRN_SCI,2017 Spring,Responsible Conduct of Research Training,
591-0,36831,LEC,21589,,154637,Elizabeth Oltmans Ananat,,TBA ,15,20,,LRN_SCI,2017 Spring,Education Sciences Research Practicum in the Schools,
101-CN,38070,LEC,6434,21:15,156837,Rodolfo Maglio,We,Lunt Hall 105,35,65,18:15,MATH,2017 Spring,Algebra,
202-0,34079,LEC,2446,10:50,155979,Brett Stuart Frankel,MoWeFr,Lunt Hall 107,35,41,10:00,MATH,2017 Spring,Finite Mathematics,
211-0,34081,LEC,2447,13:50,155980,,MoWeFr,Technological Institute MG28,30,71,13:00,MATH,2017 Spring,Short Course in Calculus,
213-0,34198,LEC,17823,13:50,155981,Ross Walker Sweet,MoWeFr,Technological Institute M349,35,71,13:00,MATH,2017 Spring,Single Variable Calculus II,
214-0,34200,LEC,17824,14:50,155982,Ross Walker Sweet,MoWeFr,Technological Institute F281,35,81,14:00,MATH,2017 Spring,Single Variable Calculus III,
220-CN,38071,LEC,6438,21:15,156838,,Tu,Lunt Hall 107,35,64,18:15,MATH,2017 Spring,Differential Calculus of One Variable Functions,
224-0,34083,LEC,2450,10:50,155983,Qiang Zeng,MoWeFr,Technological Institute LG52,20,41,10:00,MATH,2017 Spring,Integral Calculus of One Variable Functions,
224-0,34084,LEC,2450,11:50,155984,Daniel Cuzzocreo,MoWeFr,Lunt Hall 107,20,51,11:00,MATH,2017 Spring,Integral Calculus of One Variable Functions,
224-0,34085,LEC,2450,12:50,155985,Daniel Cuzzocreo,MoWeFr,Lunt Hall 103,20,61,12:00,MATH,2017 Spring,Integral Calculus of One Variable Functions,
230-0,34093,LEC,2451,13:50,155990,Rahul Marathe Krishna,MoWeFr,Technological Institute A110,20,71,13:00,MATH,2017 Spring,Differential Calculus of Multivariable Functions,
230-0,34092,LEC,2451,12:50,155989,Elizabeth Anne Burslem,MoWeFr,Technological Institute L221,20,61,12:00,MATH,2017 Spring,Differential Calculus of Multivariable Functions,
230-0,34091,LEC,2451,11:50,155988,Elizabeth Anne Burslem,MoWeFr,Technological Institute L221,20,51,11:00,MATH,2017 Spring,Differential Calculus of Multivariable Functions,
230-0,34089,LEC,2451,9:50,155986,Gang Liu,MoWeFr,Lunt Hall 105,20,31,9:00,MATH,2017 Spring,Differential Calculus of Multivariable Functions,
230-0,34090,LEC,2451,10:50,155987,Xin Jin,MoWeFr,Technological Institute MG28,20,41,10:00,MATH,2017 Spring,Differential Calculus of Multivariable Functions,
230-0,34094,LEC,2451,14:50,155991,Scott Edward Schmieding,MoWeFr,Technological Institute M128,20,81,14:00,MATH,2017 Spring,Differential Calculus of Multivariable Functions,
230-CN,38072,LEC,6439,21:15,156839,Martina Bode,Mo,Lunt Hall 105,35,62,18:15,MATH,2017 Spring,Differential Calculus of Multivariable Functions,
234-0,34108,LEC,2453,13:50,155997,Rostyslav Kravchenko,MoWeFr,Lunt Hall 104,30,71,13:00,MATH,2017 Spring,Multiple Integration and Vector Calculus,
234-0,34106,LEC,2453,11:50,155995,,MoWeFr,Technological Institute A110,35,57,11:00,MATH,2017 Spring,Multiple Integration and Vector Calculus,
234-0,34107,LEC,2453,12:50,155996,,MoWeFr,Technological Institute A110,35,67,12:00,MATH,2017 Spring,Multiple Integration and Vector Calculus,
234-0,34105,LEC,2453,11:50,155994,Linhui Shen,MoWeFr,Technological Institute LG76,30,51,11:00,MATH,2017 Spring,Multiple Integration and Vector Calculus,
234-0,34103,LEC,2453,9:50,155992,Linhui Shen,MoWeFr,Technological Institute M128,30,31,9:00,MATH,2017 Spring,Multiple Integration and Vector Calculus,
234-0,34104,LEC,2453,10:50,155993,,MoWeFr,Technological Institute LR4,55,47,10:00,MATH,2017 Spring,Multiple Integration and Vector Calculus,
240-0,34186,LEC,8660,10:50,155999,Jian Xiao,MoWeFr,Technological Institute M177,15,41,10:00,MATH,2017 Spring,Linear Algebra,
240-0,34185,LEC,8660,9:50,155998,Kateryna Iushchenko,MoWeFr,Lunt Hall 103,15,31,9:00,MATH,2017 Spring,Linear Algebra,
240-0,34187,LEC,8660,11:50,156000,Jian Xiao,MoWeFr,Technological Institute M177,15,51,11:00,MATH,2017 Spring,Linear Algebra,
250-0,34121,LEC,2458,9:50,156001,Kenneth Scott Jacobs,MoWeFr,Technological Institute LG66,35,31,9:00,MATH,2017 Spring,Elementary Differential Equations,
281-3,34126,LEC,2464,11:50,156002,Jason Elliot Siefken,MoTuWeThFr,Lunt Hall 104,33,51,11:00,MATH,2017 Spring,Accelerated Mathematics for ISP: First Year,
285-3,34127,LEC,2467,12:50,156003,John Michael Alongi,MoTuWeFr,Lunt Hall 105,35,61,12:00,MATH,2017 Spring,Accelerated Mathematics for MMSS: First Year,
