catalog_num,class_num,component,course_id,end_time,id,instructor,meeting_days,room,seats,section,start_time,subject,term,title,topic
386-0,31889,LEC,16116,16:50,153835,Daniel P. Brown,TuTh,Technological Institute LG66,40,20,15:30,DSGN,2017 Spring,Manufacturing Engineering Design,
395-0,31906,LEC,18387,13:50,153837,Bruce E Ankenman,MoWe,,24,2,12:30,DSGN,2017 Spring,Special Topics,Designing your Life
395-0,31905,LEC,18387,12:20,153836,Jason David George,TuTh,Ford Engineering and Design Center G205,16,1,11:00,DSGN,2017 Spring,Special Topics,
425-0,31928,LEC,21488,11:30,153839,Raghuveera Betina,Fr,,30,21,8:30,DSGN,2017 Spring,Programming Design,
425-0,31927,LEC,21488,11:30,153838,Raghuveera Betina,Tu,,30,20,8:30,DSGN,2017 Spring,Programming Design,
455-0,31926,LEC,20673,11:30,153840,Gregory James Holderfield,MoWe,Technological Institute F280,25,20,10:00,DSGN,2017 Spring,Design Strategy,
460-0,31930,LEC,22298,11:30,153841,James G Conley,Mo,,60,1,8:30,DSGN,2017 Spring,Innovation in Context,
495-0,31904,LEC,17990,15:00,153842,Craig F Sampson,MoTh,,30,1,12:00,DSGN,2017 Spring,Special Topics in Engineering Design,Intersect CPG: Transformative Product and Business
497-0,31903,LEC,17988,12:00,153843,Stephen Howard Carr,Th,,25,1,9:00,DSGN,2017 Spring,Advanced Topics in Engineering Design,
102-6,33129,LEC,1904,15:20,155364,Daniel Ethan Horton,TuTh,Technological Institute F391,14,1,14:00,EARTH,2017 Spring,First-Year Seminar,Sustainability and Social Justice
105-0,33183,LEC,11943,13:50,155365,Matthew T Hurtgen,TuTh,Technological Institute LR3,270,1,12:30,EARTH,2017 Spring,Climate Catastrophes in Earth History,
106-0,33130,LEC,1905,10:50,155366,Neal E Blair,TuTh,Technological Institute F285,40,1,9:30,EARTH,2017 Spring,"The Ocean, the Atmosphere & Our Climate",
201-0,33133,LEC,1910,12:50,155367,Andrew Darin Jacobson,MoWeFr,Technological Institute F285,20,1,12:00,EARTH,2017 Spring,Earth Systems Revealed,
203-0,33136,LEC,1912,13:50,155368,Matthew T Hurtgen,MoWeFr,Technological Institute F285,40,1,13:00,EARTH,2017 Spring,Earth System History,
301-0,33185,LEC,19416,16:50,155369,,TuTh,Technological Institute F391,15,1,15:30,EARTH,2017 Spring,Petrology: Evolution of Crustal and Mantle Rocks,
320-0,33137,LEC,1931,12:20,155370,Seth A Stein,TuTh,Technological Institute F285,20,1,11:00,EARTH,2017 Spring,Global Tectonics,
341-0,33184,LEC,19415,15:20,155371,Yarrow Larue Axford,TuTh,Technological Institute F285,20,1,14:00,EARTH,2017 Spring,Quarternary Climate Change: Ice Ages to the Age of Oil,
351-0,33189,LEC,19623,16:50,155372,Seth A Stein,MoWe,Technological Institute F285,30,1,15:30,EARTH,2017 Spring,Forming a Habitable Planet,
390-0,38309,LEC,20061,19:50,157028,Michael William Ribant,Tu,Technological Institute MG51,8,1,17:00,EARTH,2017 Spring,Special Topics in Earth and Planetary Science,GIS II
390-0,33190,LEC,20061,13:50,155373,Magdalena Rose Osburn,TuTh,Technological Institute F391,15,2,12:30,EARTH,2017 Spring,Special Topics in Earth and Planetary Science,Geobiology
450-0,37980,LEC,1948,16:50,155374,Yarrow Larue Axford,Mo,Technological Institute F391,4,1,14:00,EARTH,2017 Spring,Advanced Topics,Communicating Science Beyond Academia
519-0,33188,SEM,19445,,155375,Patricia A Beddows,,TBA ,20,20,,EARTH,2017 Spring,Responsible Conduct of Research Training,
101-6,35264,LEC,1645,15:20,155376,Burton Allen Weisbrod,MoWe,University Hall 118,14,20,14:00,ECON,2017 Spring,First-Year Seminar,"Healthcare,Edu,&Nonprofits:An Economist's Perspect"
201-0,35265,LEC,1646,9:50,155377,Richard E H Walker,MoWeFr,Leverone Hall Owen L Coon Auditorium,240,20,9:00,ECON,2017 Spring,Introduction to Macroeconomics,
201-CN,38288,LEC,6147,21:15,156993,Mark P Witte,Th,University Hall 102,35,66,18:15,ECON,2017 Spring,Introduction to Macroeconomics,
202-0,35275,LEC,1647,16:50,155379,Laura Lynne Kiesling,MoWe,Technological Institute LR3,220,40,15:30,ECON,2017 Spring,Introduction to Microeconomics,
202-0,35274,LEC,1647,13:50,155378,Sara Hernandez,TuTh,Leverone Hall Owen L Coon Auditorium,240,20,12:30,ECON,2017 Spring,Introduction to Microeconomics,
236-0,35376,LEC,22424,12:20,155380,Dan Zvi Peled,TuTh,Locy Hall 301,35,20,11:00,ECON,2017 Spring,The Israeli Economy,
249-0,35374,LEC,21654,13:50,155381,James Andrew Hornsten,MoWeFr,Annenberg Hall G15,65,20,12:30,ECON,2017 Spring,Business Strategy,
281-0,35290,LEC,1650,11:50,155382,Daley Catherine Kutzman,MoWeFr,Leverone Hall Owen L Coon Auditorium,220,20,11:00,ECON,2017 Spring,Introduction to Applied Econometrics,
281-CN,38061,LEC,6149,21:15,156814,Deepasriya Sampath-Kumar,Th,TBA ,35,16,18:15,ECON,2017 Spring,Introduction to Applied Econometrics,
308-0,35298,LEC,1655,12:20,155383,Richard E H Walker,MoWeFr,Technological Institute L361,65,20,11:00,ECON,2017 Spring,Money and Banking,
309-0,35299,LEC,1656,15:20,155384,Mikhail Yuri Golosov,MoWeFr,Swift Hall 107,65,20,14:00,ECON,2017 Spring,Elements of Public Finance,
310-1,35300,LEC,1657,15:20,155385,Alessandro Pavan,TuTh,Leverone Hall Owen L Coon Auditorium,220,20,14:00,ECON,2017 Spring,Microeconomics,
310-2,35307,LEC,1658,16:50,155386,Wojciech Olszewski,TuTh,Leverone Hall Owen L Coon Auditorium,220,20,15:30,ECON,2017 Spring,Microeconomics,
310-B,38063,LEC,6157,21:15,156815,Peter Sattler,Tu,TBA ,30,14,18:15,ECON,2017 Spring,Microeconomics II,
311-0,35314,LEC,1659,15:50,155387,Mark P Witte,MoWeFr,Fisk Hall 217,240,20,15:00,ECON,2017 Spring,Macroeconomics,
323-1,35323,LEC,1668,19:50,155388,Benjamin Remy Chabot,MoWe,Annenberg Hall G15,65,20,18:30,ECON,2017 Spring,Economic History of the United States Before 1865,
324-0,35324,LEC,1670,15:20,155389,Mara Pasquamaria Squicciarini,TuTh,Harris Hall 107,65,20,14:00,ECON,2017 Spring,Western Economic History,
325-0,35325,LEC,1671,10:50,155390,Kiminori Matsuyama,TuTh,Technological Institute L251,50,20,9:30,ECON,2017 Spring,Economic Growth & Development,
326-0,35365,LEC,15255,12:20,155391,Cynthia Georgia Kinnan,TuTh,Harris Hall L07,65,20,11:00,ECON,2017 Spring,The Economics of Developing Countries,
329-0,35372,LEC,21021,13:50,155392,Scott Richard Ogawa,MoWeFr,Harris Hall L07,65,20,12:30,ECON,2017 Spring,Experimental Economics,
330-0,35326,LEC,1673,16:50,155393,Eric Gerald Schulz,MoWe,Swift Hall 107,45,20,15:30,ECON,2017 Spring,Behavioral Economics,
330-0,35327,LEC,1673,19:50,155394,Eric Gerald Schulz,MoWe,Swift Hall 107,45,30,18:30,ECON,2017 Spring,Behavioral Economics,
335-0,35364,LEC,13831,10:50,155395,Bruno H Strulovici,MoWeFr,University Hall 122,65,20,9:30,ECON,2017 Spring,Political Economics,
339-0,35331,LEC,1678,13:50,155397,Jeffrey Thomas Lewis,TuTh,Frances Searle 2107,65,30,12:30,ECON,2017 Spring,Labor Economics,
339-0,35330,LEC,1678,12:20,155396,Jeffrey Thomas Lewis,MoWeFr,Annenberg Hall G21,65,20,11:00,ECON,2017 Spring,Labor Economics,
340-0,35363,LEC,11090,16:50,155398,Matthias Doepke,MoWeFr,Annenberg Hall G15,65,20,15:30,ECON,2017 Spring,Economics of the Family,
341-0,35367,LEC,16454,10:50,155399,Scott Richard Ogawa,MoWeFr,Annenberg Hall G21,65,20,9:30,ECON,2017 Spring,Economics of Education,
342-0,35370,LEC,20931,10:50,155400,Sara Hernandez,TuTh,Pancoe Life Sciences Abbott Auditorium,65,20,9:30,ECON,2017 Spring,Economics of Gender,
349-0,35332,LEC,1679,13:50,155401,Igal E Hendel,TuTh,Harris Hall L07,65,20,12:30,ECON,2017 Spring,Industrial Economics,
350-0,35333,LEC,1680,10:50,155402,James Andrew Hornsten,MoWeFr,Harris Hall L07,65,20,9:30,ECON,2017 Spring,Monopoly Competition & Public Policy,
351-0,35334,LEC,1681,20:20,155403,Joshua Michael Sherman,MoWe,Annenberg Hall G21,65,20,19:00,ECON,2017 Spring,Law and Economics,
361-CN,38062,LEC,6152,21:15,156816,Karl Tan Muth,Mo,TBA ,30,12,18:15,ECON,2017 Spring,International Trade,
362-0,35297,LEC,1653,10:50,155404,Luigi Bocola,TuTh,Harris Hall L07,65,20,9:30,ECON,2017 Spring,International Finance,
370-0,35336,LEC,1686,15:20,155405,Laura Lynne Kiesling,TuTh,Harris Hall L07,65,20,14:00,ECON,2017 Spring,Environmental & Natural Resource Economics,
371-0,35375,LEC,21834,12:20,155406,Mar Reguant Rido,MoWeFr,Swift Hall 107,65,20,11:00,ECON,2017 Spring,Economics of Energy,
381-2,35337,LEC,1690,15:20,155407,Alexander Torgovitsky,MoWeFr,Harris Hall L07,65,20,14:00,ECON,2017 Spring,Econometrics,
383-0,35373,LEC,21402,16:50,155408,Frank Limbrock,MoWeFr,Technological Institute MG51,25,20,15:30,ECON,2017 Spring,Applied Econometrics,
398-2,35338,LEC,1696,16:50,155409,Mark P Witte,TuTh,Annenberg Hall G30,25,20,15:30,ECON,2017 Spring,Senior Seminar,
410-3,35339,LEC,1700,10:50,155410,Alessandro Pavan,TuTh,,70,20,9:00,ECON,2017 Spring,Microeconomics,
411-3,35342,LEC,1703,14:50,155411,Matthias Doepke,TuTh,,50,20,13:00,ECON,2017 Spring,Macroeconomics,
415-1,35344,LEC,1709,15:20,155412,Bruno H Strulovici,MoWe,,24,20,13:30,ECON,2017 Spring,Advanced Microeconomics,
416-2,35345,LEC,1712,12:50,155413,Matthias Doepke,TuTh,,30,20,11:00,ECON,2017 Spring,Advanced Macroeconomics,
436-2,35346,LEC,1720,10:50,155414,Mikhail Yuri Golosov,MoWe,,30,20,9:00,ECON,2017 Spring,Theory and Practice of Public Finance,
450-3,35347,LEC,1725,15:20,155415,Robert H Porter,MoWe,,30,20,13:30,ECON,2017 Spring,Industrial Organization and Prices,
460-2,35348,LEC,1727,14:50,155416,Marti Mestieri Ferrer,TuTh,,24,20,13:30,ECON,2017 Spring,International Economics,
480-3,35349,LEC,1730,10:50,155417,Ivan A Canay,MoWe,,70,20,9:00,ECON,2017 Spring,Introduction to Econometrics,
481-3,35352,LEC,1733,10:50,155418,Alexander Torgovitsky,MoWe,,24,20,9:00,ECON,2017 Spring,Econometrics,
498-1,35354,LEC,1737,17:20,155420,Nancy Qian,MoWe,,24,30,15:30,ECON,2017 Spring,Advanced Topics in Economics,
498-1,35353,LEC,1737,10:50,155419,Igal E Hendel,TuTh,,24,20,9:00,ECON,2017 Spring,Advanced Topics in Economics,
501-0,35355,LEC,1741,11:50,155421,Asher Wolinsky,MoWe,,40,20,11:00,ECON,2017 Spring,Graduate Student Seminar,
515-0,35356,LEC,1742,16:50,155422,Jeffrey C Ely,We,,20,20,15:30,ECON,2017 Spring,Research Seminar in Economic Theory,
519-0,35368,LEC,19446,,155423,Wojciech Olszewski,,TBA ,10,20,,ECON,2017 Spring,Responsible Conduct of Research Training,
520-0,35357,LEC,1743,17:50,155424,Joseph P Ferrie,Th,,20,20,16:30,ECON,2017 Spring,Research Seminar in Economic History,
530-0,35358,LEC,1744,13:20,155425,Giorgio E Primiceri,Mo,,20,20,12:00,ECON,2017 Spring,Research Seminar in Macroeconomics,
535-0,35369,LEC,20092,16:20,155426,Lori A Beaman,Th,,20,20,15:00,ECON,2017 Spring,Research Seminar in Applied Microeconomics,
550-0,35359,LEC,1747,16:50,155427,Robert H Porter,Mo,,20,20,15:30,ECON,2017 Spring,Research Seminar in Industrial Organization,
560-0,35360,LEC,1748,16:20,155428,Kiminori Matsuyama,Th,,20,20,15:00,ECON,2017 Spring,Research Seminar in Development and Trade,
580-0,35361,LEC,1749,16:50,155429,Ivan A Canay,Tu,,20,20,15:30,ECON,2017 Spring,Research Seminar in Econometrics,
100-0,31848,LEC,19630,16:50,153844,Allen Taflove,MoTuWeFr,Technological Institute LG62,15,20,16:00,EECS,2017 Spring,"Electrons, Photons, and Bits:  Adventures in Electrical and Computer Engineering",
110-0,31740,LEC,4963,10:50,153845,Aleksandar Kuzmanovic,MoTuWeFr,Technological Institute M345,50,20,10:00,EECS,2017 Spring,Introduction to Computer Programming,Python Programming
111-0,31741,LEC,4964,15:20,153846,Jesse Adam Tov,TuTh,Technological Institute L361,75,1,14:00,EECS,2017 Spring,Fundamentals of Computer Programming,
202-0,31819,LEC,7103,10:50,153847,Allen Taflove,MoTuWeFr,Technological Institute L361,80,1,10:00,EECS,2017 Spring,Introduction to Electrical Engineering,
203-0,31826,LEC,8643,11:50,153848,Hai Zhou,MoTuWeFr,Technological Institute LR5,40,1,11:00,EECS,2017 Spring,Introduction to Computer Engineering,
211-0,31742,LEC,4967,13:50,153849,Sara Hodges Owsley,MoWeFr,Technological Institute LR2,250,20,13:00,EECS,2017 Spring,Fundamentals of Computer Programming II,
212-0,31743,LEC,4968,15:50,153850,Ming-Yang Kao,MoWeFr,Technological Institute L361,70,1,15:00,EECS,2017 Spring,Mathematical Foundations of Comp Science,
213-0,31838,LEC,15611,15:20,153851,Peter A Dinda,TuTh,Technological Institute L251,30,20,14:00,EECS,2017 Spring,Introduction to Computer Systems,
214-0,31744,LEC,4969,13:50,153852,Ian D Horswill,MoWeFr,Leverone Hall Owen L Coon Auditorium,200,20,13:00,EECS,2017 Spring,Data Structures & Data Management,
221-0,31828,LEC,8644,14:50,153853,Martin A Plonus,MoTuWeFr,Technological Institute L221,40,1,14:00,EECS,2017 Spring,Fundamentals of Circuits,
223-0,31831,LEC,8645,9:50,153854,Hooman Mohseni,MoTuWeFr,Technological Institute LG68,25,1,9:00,EECS,2017 Spring,Fundamentals of Solid State Engineering,
224-0,31834,LEC,8646,13:50,153855,Allen Taflove,MoTuWeFr,Technological Institute F280,25,20,13:00,EECS,2017 Spring,Fund of Electromagnetics & Photonics,
295-0,31850,LEC,20520,13:50,153856,Sara Hodges Owsley,TuTh,Technological Institute L361,100,1,12:30,EECS,2017 Spring,Intermediate Topics in Electrical Engineering and Computer Science,Fundamentals of Computer Programming 1.5
302-0,31800,LEC,5025,10:50,153857,Dongning Guo,MoTuWeFr,Technological Institute A110,40,1,10:00,EECS,2017 Spring,Probabilistic Systems and Random Signals,
303-0,31801,LEC,5026,16:50,153858,Jie Gu,TuTh,Technological Institute M152,40,20,15:30,EECS,2017 Spring,Advanced Digital Design,
308-0,31802,LEC,5029,16:50,153859,Horace Pak-Hong Yuen,TuTh,Technological Institute L168,25,1,15:30,EECS,2017 Spring,Advanced Electromagnetics and Photonics,
317-0,31749,LEC,4971,12:50,153860,Goce P Trajcevski,MoWeFr,Technological Institute LR3,90,20,12:00,EECS,2017 Spring,Data Management & Information Processing,
322-0,31835,LEC,14430,15:20,153861,Simone Campanoni,MoWe,Technological Institute LR5,50,20,14:00,EECS,2017 Spring,Compiler  Construction,
336-0,31750,LEC,4980,16:50,153862,Jason D Hartline,TuTh,Technological Institute L211,170,1,15:30,EECS,2017 Spring,Design & Analysis of Algorithms,
339-0,37889,LEC,4982,12:20,153863,Jennie M Rogers,TuTh,Technological Institute M164,56,20,11:00,EECS,2017 Spring,Introduction to Database Systems,
345-0,31840,LEC,18006,12:20,153864,Fabian E Bustamante,MoWe,Technological Institute L150,45,20,11:00,EECS,2017 Spring,Distributed Systems,
346-0,31804,LEC,5037,10:50,153865,Lawrence Joseph Henschen,MoTuWeFr,Technological Institute L160,25,20,10:00,EECS,2017 Spring,Microprocessor System Design,
347-2,31847,LEC,18559,9:50,153866,Lawrence Joseph Henschen,MoWeFr,Technological Institute LG62,16,20,9:00,EECS,2017 Spring,Microprocessor System Project II,
348-0,31758,LEC,4986,13:50,153867,Michael Rubenstein,TuTh,Technological Institute AUD,80,20,12:30,EECS,2017 Spring,Introduction to Artificial Intelligence,
349-0,31825,LEC,8177,13:50,153868,Douglas C Downey,MoWeFr,Technological Institute M345,90,20,13:00,EECS,2017 Spring,Machine Learning,
358-0,31805,LEC,5043,15:20,153869,Gokhan Memik,TuTh,Frances Searle 1421,40,20,14:00,EECS,2017 Spring,Introduction to Parallel Computing,
370-0,31836,LEC,14907,15:50,153870,Kenneth D Forbus,TuTh,Technological Institute LR5,60,1,14:00,EECS,2017 Spring,Computer Game Design,
382-0,31806,LEC,5061,16:50,153871,Selim M Shahriar,MoWe,Technological Institute M177,35,1,15:30,EECS,2017 Spring,Photonic Information Processing,
385-0,31807,LEC,5064,16:50,153872,Koray Aydin,TuTh,Technological Institute L160,35,1,15:30,EECS,2017 Spring,Optoelectronics,
388-0,31824,LEC,8123,10:50,153873,Manijeh Razeghi,TuTh,Technological Institute M177,40,1,9:30,EECS,2017 Spring,Nanotechnology,
390-0,31808,LEC,5069,13:50,153874,Chi-Haur Wu,MoWeFr,Technological Institute LG76,30,20,13:00,EECS,2017 Spring,Introduction to Robotics,
392-0,31809,LEC,5071,16:50,153875,David C Zaretsky,TuTh,,40,20,15:30,EECS,2017 Spring,VLSI Systems Design Projects,
394-0,31759,LEC,4992,12:20,153876,Christopher K Riesbeck,TuTh,Technological Institute L361,60,20,11:00,EECS,2017 Spring,Software Project Management & Development,
395-0,31773,LEC,4994,12:20,153890,Robert Findler,TuTh,Technological Institute L251,20,62,11:00,EECS,2017 Spring,Special Topics in Electrical Engineering and Computer Science,Software Construction
395-0,38240,LEC,4994,20:50,156952,Kristian J Hammond,Tu,,7,73,18:00,EECS,2017 Spring,Special Topics in Electrical Engineering and Computer Science,Requirements Gathering & Decision-Support Tool Dev
395-0,38238,LEC,4994,12:20,156950,Nicos Maglaveras,TuTh,Technological Institute F281,15,71,11:00,EECS,2017 Spring,Special Topics in Electrical Engineering and Computer Science,Bioelectric Systems Modeling and Analysis
395-0,31762,LEC,4994,13:50,153879,Klinton O'Neal Bicknell,TuTh,,0,23,12:30,EECS,2017 Spring,Special Topics in Electrical Engineering and Computer Science,Introduction to Computational Linguistics
395-0,31763,LEC,4994,18:00,153880,Lawrence Joseph Henschen,Tu,Technological Institute LG76,15,24,15:00,EECS,2017 Spring,Special Topics in Electrical Engineering and Computer Science,Embedded Systems
395-0,31765,LEC,4994,21:00,153882,Lawrence A Birnbaum,We,Technological Institute LR5,12,26,18:00,EECS,2017 Spring,Special Topics in Electrical Engineering and Computer Science,Innovation Journalism and Technology
395-0,31764,LEC,4994,16:50,153881,Ian D Horswill,MoWeFr,Technological Institute LR2,60,25,16:00,EECS,2017 Spring,Special Topics in Electrical Engineering and Computer Science,Special Topics in Game AI.
395-0,31766,LEC,4994,13:50,153883,Aleksandar Kuzmanovic,MoWe,Technological Institute LR5,10,32,12:30,EECS,2017 Spring,Special Topics in Electrical Engineering and Computer Science,IoT Networks Seminar
395-0,31768,LEC,4994,16:00,153885,Haoqi Zhang,Fr,Technological Institute L170,7,37,13:00,EECS,2017 Spring,Special Topics in Electrical Engineering and Computer Science,"Design, technology, & research"
395-0,31767,LEC,4994,10:50,153884,Darren Robert Gergle,MoWe,,12,34,9:30,EECS,2017 Spring,Special Topics in Electrical Engineering and Computer Science,Technology & Human Interaction
395-0,31770,LEC,4994,10:50,153887,Anindya De,TuTh,Frances Searle 2107,20,53,9:30,EECS,2017 Spring,Special Topics in Electrical Engineering and Computer Science,Introduction to Computational Learning Theory
395-0,31771,LEC,4994,18:00,153888,Lawrence Joseph Henschen,Mo,Technological Institute L150,30,55,15:00,EECS,2017 Spring,Special Topics in Electrical Engineering and Computer Science,Internet of Things
395-0,31772,LEC,4994,13:50,153889,Jesse Adam Tov,TuTh,Technological Institute L170,15,61,12:30,EECS,2017 Spring,Special Topics in Electrical Engineering and Computer Science,Concurrent Programming in Rust
395-0,38239,LEC,4994,15:20,156951,Nicos Maglaveras,TuTh,Frances Searle 3220,15,72,14:00,EECS,2017 Spring,Special Topics in Electrical Engineering and Computer Science,Personal Health Systems
395-0,31774,LEC,4994,16:50,153891,Oliver Strides Cossairt,Mo,Technological Institute LG52,30,63,14:00,EECS,2017 Spring,Special Topics in Electrical Engineering and Computer Science,Comp. Phototgraphy Seminary
395-0,31775,LEC,4994,17:50,153892,Jennie M Rogers,We,Technological Institute LG52,30,64,15:00,EECS,2017 Spring,Special Topics in Electrical Engineering and Computer Science,Readings in Database Systems
395-0,31776,LEC,4994,10:50,153893,Aggelos K Katsaggelos,MoWeFr,Technological Institute AUD,160,65,10:00,EECS,2017 Spring,Special Topics in Electrical Engineering and Computer Science,"Machine Learning: Foundations, Apps, & Algorithms"
395-0,31777,LEC,4994,13:50,153894,Ilya Vladimir Mikhelson,TuTh,Technological Institute LR5,20,66,12:30,EECS,2017 Spring,Special Topics in Electrical Engineering and Computer Science,Engineering System Design II
395-0,31778,LEC,4994,15:20,153895,Randall A Berry,TuTh,Technological Institute L150,12,67,14:00,EECS,2017 Spring,Special Topics in Electrical Engineering and Computer Science,Game Theory and Networked Systems
395-0,36729,LEC,4994,15:50,153896,Michael Stephen Horn,We,Annenberg Hall 303,25,70,13:00,EECS,2017 Spring,Special Topics in Electrical Engineering and Computer Science,Tang. Interac. Design & Learn
395-0,31760,LEC,4994,10:50,153877,John E Tumblin,TuTh,,20,21,9:30,EECS,2017 Spring,Special Topics in Electrical Engineering and Computer Science,Intermediate Computer Graphics
395-0,31769,LEC,4994,16:50,153886,Michael Rubenstein,We,,5,52,14:00,EECS,2017 Spring,Special Topics in Electrical Engineering and Computer Science,Applied Mechatronics: Quadrotor Design and Control
395-0,31761,LEC,4994,12:20,153878,Nikolaos Hardavellas,TuTh,Technological Institute LG72,7,22,11:00,EECS,2017 Spring,Special Topics in Electrical Engineering and Computer Science,Adv Top: Comp Architect
398-0,31810,LEC,5074,14:15,153897,Arthur Butz,TuTh,,6,1,13:00,EECS,2017 Spring,Electrical Engineering Design,
403-0,31811,LEC,5078,12:20,153898,Matthew A Grayson,TuTh,Technological Institute L168,25,1,11:00,EECS,2017 Spring,Quantum Semiconductors,
406-0,31812,LEC,5081,15:20,153899,Seng-Tiong Ho,MoWe,Technological Institute LG62,15,20,14:00,EECS,2017 Spring,Nonlinear Optics,
418-0,31813,LEC,5090,13:50,153900,Arthur Butz,MoWeFr,Technological Institute M166,15,1,13:00,EECS,2017 Spring,Advanced Digital Signal Processing,
420-0,31814,LEC,5091,20:00,153901,Aggelos K Katsaggelos,We,Technological Institute LG68,25,20,17:00,EECS,2017 Spring,Digital Image Processing,
428-0,31815,LEC,5099,12:20,153902,Dongning Guo,MoWe,Technological Institute LG68,30,1,11:00,EECS,2017 Spring,Information Theory,
429-0,31839,LEC,15824,15:20,153903,Horace Pak-Hong Yuen,TuTh,Technological Institute LG62,20,1,14:00,EECS,2017 Spring,Selected Topics in Quantum Information Science and Technology,
453-0,31837,LEC,15280,16:50,153904,Russell E Joseph,MoWe,Technological Institute M120,25,20,15:30,EECS,2017 Spring,Parallel Architectures,
473-2,31849,LEC,20139,15:30,153905,Michael A Marasco,Tu,Technological Institute L211,30,20,12:30,EECS,2017 Spring,NUvention: Web - Part 2,
495-0,31789,LEC,5010,16:50,153915,Michael Rubenstein,We,,5,52,14:00,EECS,2017 Spring,Special Topics in Electrical Engineering and Computer Science,Applied Mechatronics: Quadrotor Design and Control
495-0,31790,LEC,5010,10:50,153916,Anindya De,TuTh,Frances Searle 2107,15,53,9:30,EECS,2017 Spring,Special Topics in Electrical Engineering and Computer Science,Introduction to Computational Learning Theory
495-0,31791,LEC,5010,18:00,153917,Lawrence Joseph Henschen,Mo,Technological Institute L150,10,55,15:00,EECS,2017 Spring,Special Topics in Electrical Engineering and Computer Science,Internet of Things
495-0,31792,LEC,5010,16:00,153918,Aravindan Vijayaraghavan,Th,Technological Institute M120,10,60,13:00,EECS,2017 Spring,Special Topics in Electrical Engineering and Computer Science,Topics in Beyond Worst-Case Analysis
495-0,31793,LEC,5010,13:50,153919,Jesse Adam Tov,TuTh,Technological Institute L170,15,61,12:30,EECS,2017 Spring,Special Topics in Electrical Engineering and Computer Science,Concurrent Programming in Rust
495-0,31784,LEC,5010,21:00,153911,Lawrence A Birnbaum,We,Technological Institute LR5,8,26,18:00,EECS,2017 Spring,Special Topics in Electrical Engineering and Computer Science,Innovation in Technology & Journalism
495-0,31799,LEC,5010,15:20,153925,Randall A Berry,TuTh,Technological Institute L150,24,68,14:00,EECS,2017 Spring,Special Topics in Electrical Engineering and Computer Science,Game Theory and Networked Systems
495-0,38235,LEC,5010,20:50,156955,Kristian J Hammond,Tu,,8,73,18:00,EECS,2017 Spring,Special Topics in Electrical Engineering and Computer Science,Requirements Gathering & Decision-Support Tool Dev
495-0,38236,LEC,5010,15:20,156954,Nicos Maglaveras,TuTh,Frances Searle 3220,13,72,14:00,EECS,2017 Spring,Special Topics in Electrical Engineering and Computer Science,Personal Health Systems
495-0,31794,LEC,5010,16:50,153920,Oliver Strides Cossairt,Mo,Technological Institute LG52,10,63,14:00,EECS,2017 Spring,Special Topics in Electrical Engineering and Computer Science,Computational Photography:  What and How
495-0,31796,LEC,5010,10:50,153922,Aggelos K Katsaggelos,MoWeFr,Technological Institute AUD,160,65,10:00,EECS,2017 Spring,Special Topics in Electrical Engineering and Computer Science,"Machine Learning: Foundations, Apps, & Algorithms"
495-0,31797,LEC,5010,13:50,153923,Ilya Vladimir Mikhelson,TuTh,Technological Institute LR5,20,66,12:30,EECS,2017 Spring,Special Topics in Electrical Engineering and Computer Science,Engineering System Design II
495-0,31798,LEC,5010,9:20,153924,Seng-Tiong Ho,MoWe,Technological Institute L168,10,67,8:00,EECS,2017 Spring,Special Topics in Electrical Engineering and Computer Science,Intr Nanophotonics & Plasmonic
495-0,36730,LEC,5010,15:50,153926,Michael Stephen Horn,We,Annenberg Hall 303,20,70,13:00,EECS,2017 Spring,Special Topics in Electrical Engineering and Computer Science,Tang. Interac. Design & Learn
495-0,31795,LEC,5010,17:50,153921,Jennie M Rogers,We,Technological Institute LG52,10,64,15:00,EECS,2017 Spring,Special Topics in Electrical Engineering and Computer Science,Readings in Database Systems
495-0,31779,LEC,5010,10:50,153906,John E Tumblin,TuTh,,20,21,9:30,EECS,2017 Spring,Special Topics in Electrical Engineering and Computer Science,Intermediate Computer Graphics
495-0,31780,LEC,5010,12:20,153907,Nikolaos Hardavellas,TuTh,Technological Institute LG72,8,22,11:00,EECS,2017 Spring,Special Topics in Electrical Engineering and Computer Science,Computer Architecture
495-0,31781,LEC,5010,13:50,153908,Klinton O'Neal Bicknell,TuTh,,5,23,12:30,EECS,2017 Spring,Special Topics in Electrical Engineering and Computer Science,Introduction to Computational Linguistics
495-0,31782,LEC,5010,18:00,153909,Lawrence Joseph Henschen,Tu,Technological Institute LG76,15,24,15:00,EECS,2017 Spring,Special Topics in Electrical Engineering and Computer Science,Embedded System Design & Synthesis
495-0,31783,LEC,5010,16:50,153910,Ian D Horswill,MoWeFr,Technological Institute LR2,10,25,16:00,EECS,2017 Spring,Special Topics in Electrical Engineering and Computer Science,Special Topics in Game AI.
495-0,31785,LEC,5010,13:50,153912,Aleksandar Kuzmanovic,MoWe,Technological Institute LR5,15,32,12:30,EECS,2017 Spring,Special Topics in Electrical Engineering and Computer Science,IoT Networks Seminar
495-0,31787,LEC,5010,16:00,153913,Haoqi Zhang,Fr,Technological Institute L170,8,37,13:00,EECS,2017 Spring,Special Topics in Electrical Engineering and Computer Science,"Design, technology, & research"
495-0,31788,LEC,5010,17:50,153914,Bryan A. Pardo,We,Technological Institute LG66,15,50,15:00,EECS,2017 Spring,Special Topics in Electrical Engineering and Computer Science,Deep Learning
