"","X","X1972..YR1972.","X1973..YR1973.","X1974..YR1974.","X1975..YR1975.","X1976..YR1976.","X1977..YR1977.","X1978..YR1978.","X1979..YR1979.","X1980..YR1980.","X1981..YR1981.","X1982..YR1982.","X1983..YR1983.","X1984..YR1984.","X1985..YR1985.","X1986..YR1986.","X1987..YR1987.","X1988..YR1988.","X1989..YR1989.","X1990..YR1990.","X1991..YR1991.","X1992..YR1992.","X1993..YR1993.","X1994..YR1994.","X1995..YR1995.","X1996..YR1996.","X1997..YR1997.","X1998..YR1998.","X1999..YR1999.","X2000..YR2000.","X2001..YR2001.","X2002..YR2002.","X2003..YR2003.","X2004..YR2004.","X2005..YR2005.","X2006..YR2006.","X2007..YR2007.","Country.Name","Series.Code","Series.Name"
"1",997,11644377,11966352,12273589,12551790,12806810,13034460,13199597,13257128,13180431,12963788,12634494,12241928,11854205,11528977,11262439,11063107,11013345,11215323,11731193,12612043,13811876,15175325,16485018,17586073,18415307,19021226,19496836,19987071,20595360,21347782,22202806,23116142,24018682,24860855,25631282,26349243,"Afghanistan","SP.POP.TOTL","Population (Total)"
"2",2334,2243126,2296752,2350124,2404831,2458526,2513546,2566266,2617832,2671997,2726056,2784278,2843960,2904429,2964762,3022635,3083605,3142336,3227943,3286542,3266790,3247039,3227287,3207536,3187784,3168033,3148281,3128530,3108778,3089027,3064111,3051427,3033659,3014579,2992724,2968028,2940880,"Albania","SP.POP.TOTL","Population (Total)"
"3",3671,15511892,15935594,16374671,16833516,17311457,17808536,18330535,18884689,19475204,20103931,20766568,21453278,22150483,22847437,23539383,24225748,24904931,25576596,26239708,26893663,27535151,28157560,28752749,29315463,29845208,30345466,30820435,31276295,31719449,32150198,32572977,33003442,33461345,33960903,34507214,35097043,"Algeria","SP.POP.TOTL","Population (Total)"
"4",5008,28490,29014,29491,29932,30325,30690,31105,31670,32456,33488,34740,36165,37687,39247,40835,42448,44049,45591,47044,48379,49597,50725,51807,52874,53926,54942,55899,56768,57522,58176,58729,59117,59262,59117,58652,57919,"American Samoa","SP.POP.TOTL","Population (Total)"
"5",6345,26892,28231,29514,30706,31781,32769,33746,34819,36063,37502,39112,40862,42704,44597,46515,48458,50431,52449,54511,56674,58904,61003,62707,63854,64274,64090,63799,64084,65399,68000,71639,75643,79060,81223,81877,81292,"Andorra","SP.POP.TOTL","Population (Total)"
"6",7682,6180863,6323057,6475333,6637628,6808733,6989550,7184444,7399204,7637141,7901870,8190093,8489864,8784753,9063646,9320678,9561022,9798055,10051133,10333844,10652727,11002758,11372156,11743432,12104952,12451945,12791388,13137542,13510616,13924930,14385283,14886574,15421075,15976715,16544376,17122409,17712824,"Angola","SP.POP.TOTL","Population (Total)"
"7",9019,67205,67972,68655,69253,69782,70223,70508,70553,70301,69750,68950,67958,66863,65744,64605,63484,62538,61967,61906,62412,63434,64868,66550,68349,70245,72232,74206,76041,77648,78972,80030,80904,81718,82565,83467,84397,"Antigua and Barbuda","SP.POP.TOTL","Population (Total)"
"8",10356,24785830,25215328,25646533,26070443,26483835,26889764,27293093,27701412,28120135,28550123,28989069,29435404,29886564,30340419,30796481,31254574,31713147,32170407,32624874,33075194,33520803,33961947,34399343,34833168,35264070,35690778,36109342,36514558,36903067,37273361,37627545,37970411,38308779,38647854,38988923,39331357,"Argentina","SP.POP.TOTL","Population (Total)"
"9",11693,2643464,2705584,2766495,2825650,2882831,2938181,2991954,3044564,3096298,3145885,3192877,3239212,3287588,3339147,3396511,3457054,3510439,3542720,3544695,3511912,3449497,3369673,3289943,3223173,3173425,3137652,3112958,3093820,3076098,3059960,3047002,3036032,3025652,3014917,3002911,2989882,"Armenia","SP.POP.TOTL","Population (Total)"
"10",13030,59849,60239,60525,60655,60589,60366,60106,59978,60096,60567,61344,62204,62831,63028,62644,61835,61077,61032,62148,64623,68235,72498,76700,80326,83195,85447,87276,89004,90858,92894,94995,97015,98742,100031,100830,101219,"Aruba","SP.POP.TOTL","Population (Total)"
"11",14367,13177000,13380000,13723000,13893000,14033000,14192000,14358000,14514000,14692000,14927000,15178000,15369000,15544000,15758000,16018400,16263900,16532200,16814400,17065100,17284000,17495000,17667000,17855000,18072000,18311000,18517000,18711000,18926000,19153000,19413000,19651400,19895400,20127400,20394800,20697900,20827600,"Australia","SP.POP.TOTL","Population (Total)"
"12",15704,7544201,7586115,7599038,7578903,7565525,7568430,7562305,7549425,7549433,7568710,7574140,7561910,7561434,7564985,7569794,7574586,7585317,7619567,7677850,7754891,7840709,7905633,7936118,7948278,7959017,7968041,7976789,7992324,8011566,8042293,8081957,8121423,8171966,8227829,8268641,8300788,"Austria","SP.POP.TOTL","Population (Total)"
"13",17041,5393176,5496061,5596160,5693796,5789050,5882395,5975045,6068531,6163990,6261942,6362289,6464775,6568857,6674107,6779970,6886428,6994139,7104058,7159000,7271000,7382000,7495000,7597000,7685000,7763000,7838250,7913000,7982750,8048600,8111200,8171950,8234100,8306500,8391850,8484550,8581300,"Azerbaijan","SP.POP.TOTL","Population (Total)"
"14",18378,177844,181489,185097,188882,192905,197118,201511,206038,210660,215404,220274,225184,230014,234684,239135,243397,247585,251863,256338,261102,266097,271105,275820,280050,283678,286845,289926,293442,297759,303005,309039,315624,322400,329088,335622,342049,"Bahamas, The","SP.POP.TOTL","Population (Total)"
"15",19715,229588,239860,252139,266686,283843,303236,323511,342829,359902,374125,385950,396447,407223,419425,433491,449006,465254,481142,495944,509645,522751,535711,549170,563730,579697,597400,617537,640913,668239,698749,732541,772058,820505,879534,950951,1032353,"Bahrain","SP.POP.TOTL","Population (Total)"
"16",21052,68730070,69751017,70883201,72265173,73944664,75880084,78011624,80241773,82498440,84764142,87060582,89399666,91804318,94287722,96851505,99476987,102133217,104779345,107385847,109934590,112430968,114897543,117369492,119869585,122400896,124945315,127478524,129966823,132383265,134729503,137006279,139185986,141235035,143135180,144868702,146457067,"Bangladesh","SP.POP.TOTL","Population (Total)"
"17",22389,241367,242971,244453,245663,246536,247136,247592,248095,248784,249696,250780,251979,253193,254354,255450,256500,257497,258443,259336,260175,260963,261714,262441,263165,263884,264606,265370,266220,267190,268296,269524,270844,272205,273568,274923,276277,"Barbados","SP.POP.TOTL","Population (Total)"
"18",23726,9188968,9257272,9317584,9367000,9411000,9463000,9525000,9584000,9643000,9710000,9776000,9843000,9910000,9975000,10043000,10111000,10140000,10170000,10189000,10194000,10216000,10239000,10227000,10194000,10160000,10117000,10069000,10035000,10005000,9928000,9865000,9797000,9730000,9663000,9604000,9560000,"Belarus","SP.POP.TOTL","Population (Total)"
"19",25063,9711115,9741720,9772419,9800700,9818227,9830358,9839534,9848382,9859242,9858982,9856303,9855520,9855372,9858308,9861823,9870234,9901664,9937697,9967379,10004486,10045158,10084475,10115603,10136811,10156637,10181245,10203008,10226419,10251250,10286570,10332785,10376133,10421137,10478617,10547958,10625700,"Belgium","SP.POP.TOTL","Population (Total)"
"20",26400,127148,129294,131306,133261,135145,136991,138972,141308,144151,147566,151498,155820,160342,164916,169547,174250,178906,183368,187552,191368,194894,198420,202348,206962,212375,218484,225083,231860,238586,245198,251766,258346,265040,271920,278985,286196,"Belize","SP.POP.TOTL","Population (Total)"
"21",27737,3039300,3110074,3184547,3262959,3345501,3432262,3523270,3618509,3718024,3822206,3931355,4045352,4163968,4287263,4414450,4546136,4685375,4836240,5001271,5182525,5378226,5582420,5786794,5985658,6176318,6361301,6546493,6740491,6949366,7174911,7414744,7665681,7922796,8182362,8443671,8707490,"Benin","SP.POP.TOTL","Population (Total)"
"22",29074,54200,53800,53400,53000,53200,53400,53600,53800,54670,55050,55449,55930,56423,56898,57382,57849,58347,58841,59326,59021,58595,58910,59320,59746,60129,60497,60943,61285,61833,62504,62912,63325,63740,64154,64523,64888,"Bermuda","SP.POP.TOTL","Population (Total)"
"23",30411,312823,324583,336802,349280,362006,374953,387893,400551,412745,424082,434592,445008,456362,469244,484390,501192,517306,529519,535738,534905,528304,519056,511588,509105,512594,521146,533737,548599,564350,580888,598455,616383,633893,650417,665568,679365,"Bhutan","SP.POP.TOTL","Population (Total)"
"24",31748,4429194,4540197,4653409,4768177,4884284,5001971,5121608,5243771,5368901,5497112,5628347,5762673,5900127,6040757,6184440,6331219,6481463,6635658,6794046,6956736,7123294,7292745,7463773,7635362,7806953,7978521,8150214,8322408,8495271,8669066,8843350,9016787,9187610,9354709,9517395,9676456,"Bolivia","SP.POP.TOTL","Population (Total)"
"25",33085,3799098,3841440,3882935,3922171,3958587,3992930,4026649,4061827,4099903,4138160,4175238,4215148,4263393,4321966,4399257,4489555,4564265,4584734,4526511,4373715,4143068,3882548,3659409,3520996,3485575,3535998,3640821,3752004,3834364,3879353,3897579,3895779,3886723,3879828,3875157,3868665,"Bosnia and Herzegovina","SP.POP.TOTL","Population (Total)"
"26",34422,740118,765685,793164,822806,854746,888776,924373,960807,997534,1034324,1071254,1108461,1146205,1184657,1223738,1263269,1303192,1343440,1383912,1424513,1465072,1505303,1544865,1583453,1620989,1657349,1692148,1724924,1755375,1783349,1808976,1832602,1854739,1875805,1895944,1915187,"Botswana","SP.POP.TOTL","Population (Total)"
"27",35759,100812672,103228641,105693434,108219657,110808302,113455308,116160978,118924135,121740438,124610790,127525420,130455659,133364277,136223043,139023394,141767626,144452622,147078659,149648341,152153539,154597985,157011131,159432909,161890816,164392423,166925457,169472347,172006362,174504898,176968205,179393768,181752951,184010283,186142403,188134315,189996976,"Brazil","SP.POP.TOTL","Population (Total)"
"28",37096,141827,148058,154387,160791,167275,173818,180350,186778,193049,199128,205053,210925,216885,223041,229413,235982,242758,249743,256929,264332,271935,279652,287370,295003,302511,309904,317214,324501,331801,339114,346407,353649,360797,367815,374697,381440,"Brunei Darussalam","SP.POP.TOTL","Population (Total)"
"29",38433,8576200,8620967,8678745,8720742,8758599,8804183,8814032,8825940,8861535,8891117,8917457,8939738,8960679,8960547,8958171,8971359,8981446,8876972,8718289,8632367,8540164,8472313,8443591,8406067,8362826,8312068,8256786,8210624,8170172,8020282,7868468,7823557,7781161,7739900,7699020,7545338,"Bulgaria","SP.POP.TOTL","Population (Total)"
"30",39770,5825171,5930487,6040044,6154548,6274037,6398937,6530820,6671659,6822840,6985158,7158256,7340907,7531244,7727912,7930690,8140076,8356306,8579825,8811033,9050090,9297116,9552473,9816586,10089876,10372562,10664982,10967836,11281942,11607944,11946080,12296399,12659086,13034258,13421929,13822257,14235075,"Burkina Faso","SP.POP.TOTL","Population (Total)"
"31",41107,3547335,3582950,3623852,3676991,3744678,3825426,3917774,4018846,4126538,4239795,4359379,4486938,4624850,4774155,4935642,5106707,5280833,5449339,5605873,5749774,5882679,6003704,6112449,6209923,6294482,6369573,6447672,6545273,6674286,6839376,7037727,7264340,7510771,7770392,8042579,8328312,"Burundi","SP.POP.TOTL","Population (Total)"
"32",42444,293218,301968,308699,312413,312516,309609,305363,302133,301591,304432,310092,317457,324815,330966,335517,338984,342157,346209,351960,359642,368873,379100,389504,399477,408790,417562,425932,434168,442426,450812,459140,466939,473577,478651,481940,483713,"Cabo Verde","SP.POP.TOTL","Population (Total)"
"33",43781,7334436,7483408,7567314,7555928,7430726,7214262,6967562,6775751,6699273,6761653,6943097,7207649,7499331,7777235,8030211,8271042,8510817,8768664,9057339,9378185,9721775,10077404,10430268,10769198,11090611,11395958,11685332,11960467,12222871,12472586,12709336,12934369,13149386,13356424,13555054,13747288,"Cambodia","SP.POP.TOTL","Population (Total)"
"34",45118,7134374,7327874,7529704,7740196,7959500,8187840,8425707,8673666,8932121,9201146,9480638,9770555,10070779,10381098,10701458,11031515,11370394,11716975,12070359,12430339,12796831,13169247,13546948,13929575,14316949,14709426,15107909,15513653,15927713,16350440,16782044,17223277,17674960,18137734,18611937,19097676,"Cameroon","SP.POP.TOTL","Population (Total)"
"35",46455,21993631,22369408,22774087,23209000,23518000,23796000,24036000,24277000,24593000,24900000,25202000,25456000,25702000,25942000,26204000,26550000,26895000,27379000,27791000,28171682,28519597,28833410,29111906,29354000,29671900,29987200,30247900,30499200,30769700,31081900,31362000,31676000,31995000,32312000,32570505,32887928,"Canada","SP.POP.TOTL","Population (Total)"
"36",47792,10137,10785,11494,12238,13020,13840,14663,15447,16164,16795,17357,17911,18543,19315,20254,21343,22539,23776,25009,26211,27402,28652,30055,31672,33535,35596,37742,39810,41685,43317,44742,46032,47299,48623,50026,51472,"Cayman Islands","SP.POP.TOTL","Population (Total)"
"37",49129,1900665,1937323,1975917,2017379,2061620,2108539,2158987,2213997,2274089,2340047,2411118,2484402,2555936,2622989,2684214,2740708,2795175,2851604,2912824,2979588,3050789,3125144,3200633,3275695,3350299,3424733,3498140,3569523,3638316,3704045,3767248,3829636,3893595,3960897,4032102,4106897,"Central African Republic","SP.POP.TOTL","Population (Total)"
"38",50466,3816295,3908721,4000505,4088858,4173072,4254762,4336366,4421416,4512758,4610917,4715985,4829852,4954649,5091809,5242737,5407077,5582282,5764631,5951574,6142558,6338934,6542419,6755540,6980351,7216321,7463347,7724316,8002899,8301151,8620917,8959964,9311234,9665024,10014413,10356822,10694366,"Chad","SP.POP.TOTL","Population (Total)"
"39",51803,123611,124728,125680,126417,126906,127190,127394,127694,128213,128988,129983,131158,132451,133804,135227,136716,138186,139528,140669,141568,142258,142822,143388,144050,144832,145709,146669,147682,148725,149799,150908,152039,153174,154298,155406,156497,"Channel Islands","SP.POP.TOTL","Population (Total)"
"40",53140,9929560,10100403,10266278,10426432,10580399,10729757,10878343,11031280,11192384,11363219,11543263,11731654,11926647,12126956,12331704,12541298,12757095,12981032,13213930,13456476,13706485,13958378,14204726,14440103,14662323,14872458,15072409,15265536,15454402,15639289,15819522,15995658,16168241,16337749,16504530,16668892,"Chile","SP.POP.TOTL","Population (Total)"
"41",54477,862030000,881940000,900350000,916395000,930685000,943455000,956165000,969005000,981235000,993885000,1008630000,1023310000,1036825000,1051040000,1066790000,1084035000,1101630000,1118650000,1135185000,1150780000,1164970000,1178440000,1191835000,1204855000,1217550000,1230075000,1241935000,1252735000,1262645000,1271850000,1280400000,1288400000,1296075000,1303720000,1311020000,1317885000,"China","SP.POP.TOTL","Population (Total)"
"42",55814,22404289,22924755,23452703,23996249,24557647,25134640,25725336,26326236,26934591,27550172,28173493,28803276,29438030,30076525,30718127,31362479,32009024,32657292,33306941,33957286,34608171,35260456,35915434,36573895,37236124,37901358,38568056,39234115,39897984,40558648,41216304,41872051,42527623,43184026,43841370,44498390,"Colombia","SP.POP.TOTL","Population (Total)"
"43",57151,241769,247059,253302,260863,269912,280248,291395,302678,313598,323998,333998,343708,353345,363068,372895,382771,392705,402707,412790,422969,433286,443820,454665,465895,477548,489627,502128,515028,528312,541976,556028,570491,585389,600733,616526,632736,"Comoros","SP.POP.TOTL","Population (Total)"
"44",58488,21121467,21691346,22282713,22902275,23554958,24238011,24941431,25650884,26357407,27060353,27767775,28490510,29243529,30039873,30871855,31740965,32679158,33727905,34910591,36253025,37731020,39257294,40711816,42012524,43122601,44078397,44960941,45889100,46949244,48167045,49516960,50972323,52487293,54028003,55590838,57187942,"Congo, Dem. Rep.","SP.POP.TOTL","Population (Total)"
"45",59825,1418556,1462767,1508000,1553903,1600295,1647320,1695348,1744922,1796412,1849970,1905411,1962375,2020333,2078914,2138090,2198025,2258785,2320488,2383283,2447020,2511819,2578424,2647817,2720633,2797572,2878333,2961357,3044444,3126204,3205636,3283719,3363418,3448868,3542867,3646653,3758858,"Congo, Rep.","SP.POP.TOTL","Population (Total)"
"46",61162,1911212,1955790,2002358,2052076,2105377,2162047,2221800,2284076,2348427,2414832,2483355,2553714,2625561,2698616,2772823,2848141,2924348,3001196,3078551,3155979,3233568,3312307,3393575,3478197,3566605,3658020,3750585,3841734,3929588,4013488,4093840,4171145,4246336,4320130,4392493,4463226,"Costa Rica","SP.POP.TOTL","Population (Total)"
"47",62499,5747633,6021405,6307936,6606395,6916167,7237015,7568872,7911804,8265549,8630174,9004637,9386245,9771533,10158033,10543628,10928719,11316361,11711125,12115806,12530078,12950995,13375363,13798862,14217430,14632391,15042149,15436470,15802248,16131332,16420173,16674987,16909801,17144325,17393994,17662417,17949061,"Cote d'Ivoire","SP.POP.TOTL","Population (Total)"
"48",63836,4457000,4478000,4497000,4514000,4530000,4532000,4556000,4571000,4588000,4608000,4635000,4659000,4680000,4701000,4722000,4740000,4757000,4767000,4780000,4510000,4470000,4640000,4650000,4669000,4494000,4572000,4501000,4554000,4426000,4440000,4440000,4440000,4439000,4442000,4440000,4436000,"Croatia","SP.POP.TOTL","Population (Total)"
"49",65173,9025344,9176167,9315458,9438366,9543798,9633669,9710009,9776117,9835085,9886228,9930589,9975082,10028578,10097020,10183690,10285920,10396268,10503898,10600841,10684831,10757891,10821551,10878823,10932013,10980758,11024249,11063917,11101580,11138416,11175465,11212125,11245926,11273363,11292078,11301100,11301674,"Cuba","SP.POP.TOTL","Population (Total)"
"50",66510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144472,139428,133860,128905,128804,131253,133363,136708,140217,143026,"Curacao","SP.POP.TOTL","Population (Total)"
"51",67847,628000,635109,642335,649755,657526,665528,673252,680013,685406,689173,691711,694074,697717,703693,712340,723380,736477,751047,766611,783138,800660,818814,837166,855389,873246,890733,908040,925491,943287,961481,979877,998142,1015820,1032586,1048314,1063095,"Cyprus","SP.POP.TOTL","Population (Total)"
"52",69184,9867632,9922266,9988459,10058620,10125939,10186755,10242098,10292341,10304193,10300591,10314826,10323856,10330213,10337118,10342227,10347318,10355276,10361068,10333355,10308578,10319123,10329855,10333587,10327253,10315241,10304131,10294373,10283860,10255063,10216605,10196916,10193998,10197101,10211216,10238905,10298828,"Czech Republic","SP.POP.TOTL","Population (Total)"
"53",70521,4991596,5021861,5045297,5059862,5072596,5088419,5104248,5116801,5123027,5121572,5117810,5114297,5111619,5113691,5120534,5127024,5129516,5132594,5140939,5154298,5171370,5188628,5206180,5233373,5263074,5284991,5304219,5321799,5339616,5358783,5375931,5390574,5404523,5419432,5437272,5461438,"Denmark","SP.POP.TOTL","Population (Total)"
"54",71858,179224,190560,205197,224244,248710,277750,308385,336479,359247,375041,385184,393443,405229,424227,451942,486555,524393,560124,589924,612589,629373,641900,652793,663999,675891,687897,699922,711652,722887,733732,744434,755085,765776,776585,787544,798690,"Djibouti","SP.POP.TOTL","Population (Total)"
"55",73195,71737,71745,71811,72091,72648,73411,74239,74923,75313,75376,75168,74750,74215,73640,73025,72368,71743,71242,70928,70849,70978,71205,71372,71367,71146,70756,70295,69902,69679,69660,69806,70058,70325,70542,70690,70795,"Dominica","SP.POP.TOTL","Population (Total)"
"56",74532,4780283,4909454,5038976,5168720,5298530,5428547,5559298,5691517,5825715,5962066,6100385,6240380,6381602,6523696,6666429,6809797,6953918,7099011,7245127,7392389,7540421,7688196,7834359,7977966,8118570,8256496,8392534,8527881,8663421,8799298,8935261,9071318,9207389,9343362,9479269,9615015,"Dominican Republic","SP.POP.TOTL","Population (Total)"
"57",75869,6376333,6557257,6741417,6928694,7119087,7312553,7508899,7707895,7909432,8113200,8319351,8528791,8742761,8962049,9186995,9417031,9650906,9886866,10123593,10360630,10598168,10836327,11075454,11315800,11557151,11799289,12042454,12286995,12533087,12780869,13030041,13279806,13529091,13777131,14023503,14268397,"Ecuador","SP.POP.TOTL","Population (Total)"
"58",77206,37945429,38733784,39533995,40359038,41212513,42093668,43005773,43951351,44931971,45945655,46991385,48071851,49190419,50346551,51545011,52776850,54011214,55207254,56336614,57387589,58370712,59307778,60231864,61168397,62123592,63094069,64084443,65097777,66136590,67204189,68302914,69432477,70591288,71777678,72990754,74229577,"Egypt, Arab Rep.","SP.POP.TOTL","Population (Total)"
"59",78543,3937583,4038088,4136679,4232375,4324952,4414427,4500401,4582494,4660556,4734486,4804671,4872098,4938109,5003828,5068961,5133598,5199613,5269378,5344226,5425293,5511138,5597322,5677743,5748013,5806750,5855226,5895018,5928809,5958794,5985299,6008308,6029366,6050297,6072538,6096692,6122952,"El Salvador","SP.POP.TOTL","Population (Total)"
"60",79880,274892,262376,249567,238237,228527,220438,215403,215109,220589,232708,250776,272313,293825,312772,328255,340942,351776,362355,373851,386418,399625,413387,427503,441829,456389,471288,486542,502169,518179,534592,551399,568552,585983,603648,621517,639618,"Equatorial Guinea","SP.POP.TOTL","Population (Total)"
"61",81217,1891998,1942922,1997553,2056693,2120634,2189070,2261435,2336862,2414647,2493745,2573931,2656189,2742004,2831894,2928032,3028719,3126100,3209606,3272563,3311719,3331918,3344626,3365933,3407812,3473399,3560353,3668350,3795384,3939348,4101609,4281576,4472533,4665522,4854066,5035036,5209846,"Eritrea","SP.POP.TOTL","Population (Total)"
"62",82554,1392518,1405951,1418169,1429352,1439576,1450211,1460188,1468333,1477219,1487666,1498414,1508745,1518617,1528781,1540190,1552221,1561900,1568131,1569174,1561314,1533091,1494128,1462514,1436634,1415594,1399535,1386156,1380620,1396985,1388115,1379350,1370720,1362550,1354775,1346810,1340680,"Estonia","SP.POP.TOTL","Population (Total)"
"63",83891,30135531,31029594,31856458,32569908,33145955,33615472,34054601,34570544,35241209,36094424,37110033,38259330,39493610,40777189,42100969,43477401,44916621,46435325,48042755,49743883,51525658,53357867,55199953,57023519,58815116,60584273,62353942,64158887,66024199,67956866,69948344,71989666,74066147,76167240,78290649,80440708,"Ethiopia","SP.POP.TOTL","Population (Total)"
"64",85228,39360,39731,40116,40529,40974,41447,41946,42468,43010,43559,44105,44661,45239,45840,46501,47194,47789,48105,48031,47496,46580,45512,44609,44099,44058,44413,45050,45788,46491,47135,47751,48308,48782,49157,49414,49554,"Faeroe Islands","SP.POP.TOTL","Population (Total)"
"65",86565,542811,554109,565386,576592,587522,598256,609344,621537,635256,650966,668219,685422,700394,711663,718493,721594,722707,724355,728339,735209,744340,754923,765664,775587,784647,793098,800616,806857,811647,814700,816237,817224,818995,822484,828060,835392,"Fiji","SP.POP.TOTL","Population (Total)"
"66",87902,4639657,4666081,4690574,4711440,4725664,4738902,4752528,4764690,4779535,4799964,4826933,4855787,4881803,4902206,4918154,4932123,4946481,4964371,4986431,5013740,5041992,5066447,5088333,5107790,5124573,5139835,5153498,5165474,5176209,5188008,5200598,5213014,5228172,5246096,5266268,5288720,"Finland","SP.POP.TOTL","Population (Total)"
"67",89239,52776806,53239101,53666947,54033095,54328016,54565943,54772084,54982879,55224670,55505282,55816654,56149874,56489874,56825158,57155165,57482783,57803824,58113622,58409202,58557072,58849212,59105073,59325793,59540711,59752020,59963792,60185178,60495470,60911057,61355725,61803229,62242474,62702121,63176246,63617975,64012572,"France","SP.POP.TOTL","Population (Total)"
"68",90576,118279,122355,126483,130619,134743,138867,143033,147299,151702,156240,160883,165611,170397,175208,180069,184958,189742,194249,198370,202020,205269,208349,211584,215200,219282,223734,228380,232956,237267,241276,245032,248536,251811,254884,257731,260361,"French Polynesia","SP.POP.TOTL","Population (Total)"
"69",91913,611990,623375,635318,648174,662036,676829,692535,709092,726454,744624,763639,783527,804319,826025,848654,872158,896429,921314,946703,972539,998823,1025559,1052772,1080477,1108698,1137412,1166525,1195919,1225527,1255299,1285318,1315820,1347125,1379465,1412907,1447388,"Gabon","SP.POP.TOTL","Population (Total)"
"70",93250,474538,489860,505512,521070,536409,551823,567828,585155,604371,625413,648202,673230,701097,732092,766598,804134,843060,881146,916811,949479,979666,1008242,1036580,1065746,1095930,1126986,1159271,1193143,1228863,1266691,1306667,1348548,1391934,1436549,1482324,1529406,"Gambia, The","SP.POP.TOTL","Population (Total)"
"71",94587,4205300,4242500,4279500,4311200,4342400,4372100,4397700,4430200,4467700,4504500,4542800,4582900,4622200,4662900,4704500,4743500,4790700,4803300,4802000,4835900,4873500,4911100,4861600,4734000,4616100,4531600,4487300,4452500,4418300,4386400,4357000,4328900,4318300,4361400,4398000,4388400,"Georgia","SP.POP.TOTL","Population (Total)"
"72",95924,78688452,78936666,78967433,78673554,78336950,78159814,78091820,78126350,78288576,78407907,78333366,78128282,77858685,77684873,77720436,77839920,78144619,78751283,79433029,80013896,80624598,81156363,81438348,81678051,81914831,82034771,82047195,82100243,82211508,82349925,82488495,82534176,82516260,82469422,82376451,82266372,"Germany","SP.POP.TOTL","Population (Total)"
"73",97261,9083737,9350286,9604475,9831636,10023738,10190202,10354855,10551189,10802497,11118132,11488683,11895742,12311805,12716887,13104616,13480997,13853171,14233006,14628693,15043053,15471695,15907265,16339278,16760926,17169151,17568461,17968830,18384302,18825034,19293392,19786307,20301686,20835514,21384034,21947779,22525659,"Ghana","SP.POP.TOTL","Population (Total)"
"74",98598,8888628,8929086,8962022,9046541,9188150,9308479,9429959,9548258,9642505,9729350,9789513,9846627,9895801,9934300,9967213,10000595,10036983,10089498,10156902,10256292,10369866,10465528,10553035,10634385,10709173,10776504,10834880,10882580,10917482,10951764,10983723,11018324,11055729,11092913,11127947,11163002,"Greece","SP.POP.TOTL","Population (Total)"
"75",99935,48300,49000,49500,49600,49700,49400,49200,49600,50200,51000,51500,52100,52700,53200,53500,54100,54800,55300,55600,55500,55300,55200,55500,55800,55900,56000,56100,56100,56200,56350,56609,56765,56911,56935,56774,56555,"Greenland","SP.POP.TOTL","Population (Total)"
"76",101272,93937,93629,93151,92453,91435,90187,89070,88571,89004,90575,93091,95981,98440,99907,100146,99381,98063,96871,96286,96455,97201,98302,99403,100253,100796,101125,101302,101441,101620,101849,102099,102369,102655,102951,103260,103586,"Grenada","SP.POP.TOTL","Population (Total)"
"77",102609,87585,89463,91381,93354,95386,97476,99628,101846,104131,106486,108911,111405,113961,116576,119232,121924,124677,127525,130482,133553,136696,139820,142806,145562,148060,150306,152275,153951,155328,156417,157241,157823,158194,158401,158429,158331,"Guam","SP.POP.TOTL","Population (Total)"
"78",103946,5719315,5876798,6035549,6194218,6352074,6509758,6668975,6832183,7001101,7176504,7357730,7543343,7731210,7919874,8108903,8299070,8491594,8688240,8890329,9098613,9312915,9532550,9756398,9983861,10214623,10449636,10691090,10941913,11204183,11478984,11765738,12062835,12367800,12678919,12995374,13317931,"Guatemala","SP.POP.TOTL","Population (Total)"
"79",105283,4285526,4311157,4331801,4350256,4366830,4383225,4405432,4440982,4495479,4573076,4673637,4793275,4925668,5067026,5211764,5363069,5535918,5750861,6020113,6351760,6734242,7136110,7514053,7837173,8094751,8296478,8457221,8600911,8746128,8895353,9045748,9204581,9379621,9576331,9798963,10046967,"Guinea","SP.POP.TOTL","Population (Total)"
"80",106620,718837,741030,761613,778096,789452,796727,802025,808460,818280,832141,849298,868908,889592,910336,930962,951816,973017,994816,1017385,1040717,1064691,1089235,1114249,1139667,1165465,1191672,1218336,1245530,1273312,1301748,1330849,1360559,1390791,1421515,1452659,1484337,"Guinea-Bissau","SP.POP.TOTL","Population (Total)"
"81",107957,735896,740041,743984,748877,755241,762549,769637,774818,776927,775662,771596,765512,758580,751720,745133,738779,733057,728382,725043,723259,723008,724014,725839,728136,730865,734059,737526,741046,744471,747657,750629,753612,756939,760834,765367,770407,"Guyana","SP.POP.TOTL","Population (Total)"
"82",109294,4880740,4964593,5051633,5143815,5241510,5344538,5453582,5569289,5691941,5821974,5958870,6100718,6244898,6389424,6533556,6677487,6821300,6965413,7110116,7255042,7399862,7544982,7691001,7838241,7986858,8136372,8285690,8433339,8578234,8720247,8859635,8996229,9129933,9260879,9388642,9513714,"Haiti","SP.POP.TOTL","Population (Total)"
"83",110631,2845261,2928191,3015607,3107735,3204880,3306985,3413422,3523279,3635862,3750850,3868314,3988404,4111424,4237518,4366493,4497954,4631575,4766961,4903694,5041781,5180884,5319841,5457189,5591935,5723639,5852719,5980152,6107385,6235561,6365040,6495801,6628171,6762426,6898825,7037428,7178436,"Honduras","SP.POP.TOTL","Population (Total)"
